Untitled,Pronunciation,Part of speech,English
reuineann,/ɾʊˈɲəunˠ/ [ʁʊˈɲəunˠ],v.,skid
reueséir,/ɾʊˈʃeːiɾ/ [ʁʊˈʃeːɾ],nm.,ion
reumhpfír,/ɾɔʏ̯mʲpʲˈfʲiːɾ/ [ʁɔʏ̯mʲpʲˈfʲiːɾ],nf.,lightning
reupea,/ˈɾɔʏ̯pʲəu̯/ [ˈʁɔʏ̯pʲəu̯],adj.,curious
repseann,/ˈɾepʲʃəunˠ/ [ˈʁepʲʃəunˠ],v.,test
roichtír,/ˈʁɔçtʲiːɾ/,nf.,clay
roicleogann,/ˈʁɔcleɟanˠ/,v.,damage
roicleogann,/ˈʁɔcleɟanˠ/,v.,impair
roimh,/ˈɾɔɪvʲ/ [ˈʁɔɪvʲ],prep.,before
roi,/ʁɪ/,nnt.,shape
roi,/ʁɪ/,nnt.,architecture
rollz,/ʁɔɫʦ/,nnt.,ditch
rollz,/ʁɔɫʦ/,nnt.,trench
roech,/ʁeç/,v.,breed
roea,/ʁəu̯/,nnt.,destination
roegeann,/ˈʁegəunˠ/,v.,cover up
roeigír,/ʁaɪ̯ˈgiːɾ/,nf.,bug
roei,/ʁaɪ̯/,nnt.,grease
roem,/ʁɔmʲ/,adj.,thin (narrow)
ronn,/ʁɔnˠ/,v.,burst
ro,/ʁɔ/,adj.,soft
ro,/ʁɔ/,adj.,smooth
ro,/ʁɔ/,adj.,quiet
ro,/ʁɔ/,adj.,gentle
ro,/ʁɔ/,adj.,sleek
rögann,/ʁøːˈɟanˠ/,v.,answer
rögeuig,/ɾøːˈgɔʏg/ [ʁøːˈgɔʏg],nf.,summary
röl,/ɾøːɫ/ [ʁøːɫ],nnt.,condition (requirement, stipulation)
röpfann,/ˈɾøːpˠfˠanˠ/ [ˈʁøːpˠfˠanˠ],v.,might
ruag,/ʁuə̯g/,adj.,safe
ruag,/ʁuə̯g/,adj.,immune
rua,/ʁuə̯/,nnt.,devil
ruaßaeín,/ˈʁuəˌsˠeiːnʲ/ [ˈʁuəsˠiːnʲ],nf.,fight
ruineuig,/ˈʁɪɲɔʏg/,nf.,mustache
ruip,/ʁʊpʲ/,nnt.,quality
ruip,/ʁʊpʲ/,nnt.,essence
rueazán,/ˈʁəu̯ʦæːnʲ/,nm.,fence
rueazán,/ˈʁəu̯ʦæːnʲ/,nm.,wall
rueatír,/ʁeˈtˠiːɾ/,nf.,beach
ruemheann,/ˈʁʊmʲəunˠ/,v.,wink
ruerán,/ˈʁʊɾæːnʲ/,nm.,creature
rue,/ʁe/,nnt.,frenzy
ruepeartíonn,/ˈʁʊpʲəu̯ɾˌtʲiːɔnˠ/ [ˈʁʊpʲəu̯ɾtʲiːnˠ],v.,stare
runéir,/ˈʁʊŋeːiɾ/ [ˈʁʊŋeːɾ],nm.,sale
runóir,/ʁʊˈnˠoːiɾ/ [ʁʊˈnˠoːɾ],nm.,coral
rurzög,/ʁʊʁˈʦøːg/,nf.,girlfriend
ru,/ʁʊ/,nnt.,tradition
rügaíonn,/ˈʁʏːɟaˌiːɔnˠ/ [ˈʁʏːɟiːnˠ],v.,prepare
rügaíonn,/ˈʁʏːɟaˌiːɔnˠ/ [ˈʁʏːɟiːnˠ],v.,assemble
rügaíonn,/ˈʁʏːɟaˌiːɔnˠ/ [ˈʁʏːɟiːnˠ],v.,collect
rügaíonn,/ˈʁʏːɟaˌiːɔnˠ/ [ˈʁʏːɟiːnˠ],v.,compile
rügíonn,/ˈʁʏːgiːɔnˠ/ [ˈʁʏːgiːnˠ],v.,marinate
rüllz,/ʁʏːɫʦ/,nnt.,guest
rüllín,/ʁʏːˈliːnʲ/,nf.,crew
rüllín,/ʁʏːˈliːnʲ/,nf.,crowd
rüllín,/ʁʏːˈliːnʲ/,nf.,gang
rün,/ʁʏːɲ/,adj.,holy
rün,/ʁʏːɲ/,adj.,sacred
rü,/ʁʏː/,nnt.,ward
rüpeann,/ʁʏːˈpʲəunˠ/,v.,celebrate
rádz,/ʁæːdʲʒ/,nnt.,damage
rádz,/ʁæːdʲʒ/,nnt.,wound
rábheann,/ˈʁæːvʲəunˠ/,v.,acquire
rázaíonn,/ɾæːˈʦaiːˌɔnˠ/ [ʁæːˈʦiːnˠ],v.,grind
rázéir,/ʁæːˈʒeːiɾ/ [ʁæːˈʒeːɾ],nm.,sketch
rálín,/ˈʁæːliːnʲ/,nf.,person
ránstiamm,/ʁæːnʲʃˈtʲɪmˠ/,nnt.,jelly
rárueueg,/ˈʁæːʁɔʏg/,nf.,sidewalk
rástóir,/ʁæːʃˈtʲoːiɾ/ [ʁæːʃˈtʲoːɾ],nm.,blood
rát,/ʁæːtˠ/,nm.,lower class
rá,/ʁæː/,nnt.,level (degree, stage)
rég,/ɾeːg/ [ʁeːg],adj.,exempt
résteann,/ˈʁeːʃtʲəunˠ/,v.,manage
réstíonn,/ˈʁeːʃtʲiːɔnˠ/ [ˈʁeːʃtʲiːnˠ],v.,transcend
réstíonn,/ˈʁeːʃtʲiːɔnˠ/ [ˈʁeːʃtʲiːnˠ],v.,excel
résí,/ʁeːˈʃiː/,nf.,bow (decorative material)
ré,/ʁeː/,nnt.,wool
ré,/ʁeː/,nnt.,fur
ríg,/ʁiːg/,adj.,imminent
ríhreunsaíonn,/ˈɾiːhɾɔʏ̯ŋˌsˠaiːɔnˠ/ [ˈʁiːhɾɔʏ̯ŋsˠiːnˠ],v.,conform
rízaíonn,/ˈʁiːʦaˌiːɔnˠ/ [ˈʁiːʦiːnˠ],v.,shrug
ríz,/ɾiːʒ/ [ʁiːʒ],nnt.,prestige
rínueuig,/ʁiːˈŋɔʏg/,nf.,tuna
ríonn,/ˈɾiːɔnˠ/ [ʁiːnˠ],v.,stop
ríonn,/ʁiːˈɔnˠ/ [ʁiːnˠ],v.,try (test out)
ríreueg,/ʁiːˈɾɔʏg/,nf.,life (living organism)
rí,/ʁiː/,adj.,hard
rí,/ɾiː/ [ʁiː],adj.,loyal
rógeann,/ɾoːˈgəunˠ/ [ʁoːˈgəunˠ],v.,contrast
rózír,/ˈɾoːʦiːɾ/ [ˈʁoːʦiːɾ],nf.,vagina
rós,/ʁoːʃ/,nnt.,draft
ró,/ɾoː/ [ʁoː],nnt.,peach
rúchíonn,/ʁuːˈçiːɔnˠ/ [ʁuːˈçiːnˠ],v.,criticize
rúgeann,/ɾuːˈgəunˠ/ [ʁuːˈgəunˠ],v.,amuse
rúgeann,/ɾuːˈgəunˠ/ [ʁuːˈgəunˠ],v.,charm
rúgög,/ˈɾuːgøːg/ [ˈʁuːgøːg],nf.,train
rúzann,/ˈɾuːʦanˠ/ [ˈʁuːʦanˠ],v.,induce
rúnög,/ɾuːˈŋøːg/ [ʁuːˈŋøːg],nf.,gender
rúrz,/ʁuːɾʒ/,nnt.,referendum
rústeann,/ʁuːʃˈtʲəunˠ/,v.,warn
rústeann,/ʁuːʃˈtʲəunˠ/,v.,alert
rústóir,/ˈʁuːsˠtˠoːiɾ/ [ˈʁuːsˠtˠoːɾ],nm.,church
rústóir,/ˈʁuːsˠtˠoːiɾ/ [ˈʁuːsˠtˠoːɾ],nm.,chapel
rút,/ɾuːtʲ/ [ʁuːtʲ],nnt.,certificate
rútír,/ˈʁuːtʲiːɾ/,nf.,seed
rú,/ʁuː/,nnt.,location
ufaíonn,/ʊˈfˠaiːˌɔnˠ/ [ʊˈfˠiːnˠ],v.,rate
uf,/ʊfˠ/,adj.,sole
ucaíonn,/ʊˈkaiːˌɔnˠ/ [ʊˈkiːnˠ],v.,affect
ucht,/ʊxtˠ/,nnt.,tea
uclíd,/ʊkˈɫiːdˠ/,nm.,linguistics
ucueallír,/ˈʊkəu̯liːɾ/,nf.,ramp
ucueu,/ˈʊkɔʏ̯/,adj.,wise
udzann,/ˈʊdˠʦanˠ/,v.,row
uafíonn,/uə̯ˈfʲiːɔnˠ/ [uə̯ˈfʲiːnˠ],v.,squint
uacheoitír,/uə̯ˈçɔtʲiːɾ/,nf.,sympathy
uachtaíonn,/uə̯xˈtˠaiːˌɔnˠ/ [uə̯xˈtˠiːnˠ],v.,seem
uachtaíonn,/uə̯xˈtˠaiːˌɔnˠ/ [uə̯xˈtˠiːnˠ],v.,appear
uachtaíonn,/uə̯xˈtˠaiːˌɔnˠ/ [uə̯xˈtˠiːnˠ],v.,imply
uacht,/uə̯çtʲ/,prep.,of
uacht,/uə̯xtˠ/,nm.,particle
uachí,/uˈəxiː/,nf.,copper
uachó,/ˈuəxoː/,nf.,scrap
uachúhrä,/uˈəxuːhˌʁɛː/,nf.,dune
uacueu,/uˈəkɔʏ̯/,nf.,siege
uacü,/uˈəkʏː/,nf.,cult
uacá,/ˈuəkæː/,nf.,criminal
uadrä,/ˈuədˠʁɛː/,nf.,credit (of money)
uaä,/ˈuəɛː/,nf.,poem
uabhíonn,/uə̯ˈvʲiːɔnˠ/ [uə̯ˈvʲiːnˠ],v.,bond
uabrua,/uˈəbˠʁuə̯/,nf.,orchestra
uabrua,/uˈəbˠʁuə̯/,nf.,choir
uabrí,/uˈəbˠʁiː/,nf.,germ
uabrí,/uˈəbˠʁiː/,nf.,bacteria
uaglá,/ˈuəɟɫæː/,nf.,rhetoric
uag,/uə̯ɟ/,adj.,ambiguous
uag,/uə̯ɟ/,adj.,elusive
uag,/uə̯g/,adv.,rather
uagíonn,/uə̯ˈgiːɔnˠ/ [uə̯ˈgiːnˠ],v.,concentrate
uahua,/ˈuəhuə̯/,nf.,wildlife
uaifre,/ˈuəfʲɾe/,nf.,shrimp
uaichllü,/ˈuəçlʏː/,nf.,leg
uaichllü,/ˈuəçlʏː/,nf.,foot
uaichle,/uˈəçle/,nf.,city
uaichle,/uˈəçle/,nf.,metropolis
uaidóle,/ˈuəˌdʲoːle/,nf.,cheek
uaibiugí,/ˈuəˌbʲɪɟiː/,nf.,hint
uaibre,/ˈuəbʲɾe/,nf.,glory
uaibí,/ˈuəbʲiː/,nf.,advice
uaigllea,/ˈuəgləu̯/,nf.,photon
uairioebllí,/ˈuəˌɾɔbʲliː/,nf.,edge
uairioebllí,/ˈuəˌɾɔbʲliː/,nf.,verge
uairioebllí,/ˈuəˌɾɔbʲliː/,nf.,border
uairioebllí,/ˈuəˌɾɔbʲliː/,nf.,boundary
uairioebllí,/ˈuəˌɾɔbʲliː/,nf.,perimeter
uairei,/uˈəɾaɪ̯/,nf.,iron
uaisce,/ˈuəʃce/,nf.,failure
uaisí,/ˈuəʃiː/,nf.,wine
uaiti,/ˈuətʲɪ/,nf.,capital (city)
uaitre,/ˈuətʲɾe/,nf.,pedestrian
uaipfä,/ˈuəpʲfʲɛː/,nf.,reason
uazíonn,/ˈuə̯ʒiːɔnˠ/ [ˈuə̯ʒiːnˠ],v.,go out
uazú,/ˈuəʦuː/,nf.,treatment
ualleann,/ˈuə̯ləunˠ/,v.,stress
ualléir,/ˈuə̯leːiɾ/ [ˈuə̯leːɾ],nm.,frame
ualléir,/ˈuə̯leːiɾ/ [ˈuə̯leːɾ],nm.,hull
ualeuenfeann,/ˈuə̯lʊnʲˌfʲəunˠ/,v.,keep (store)
ualü,/uˈəɫʏː/,nf.,passion
ualán,/ˈuə̯ɫæːnʲ/,nm.,potion
ualín,/ˈuə̯liːnʲ/,nf.,pulsar
uaedia,/ˈuədʲa/,nf.,life (soul)
uaedia,/ˈuədʲa/,nf.,soul
uaedrea,/ˈuədʲɾa/,nf.,leader
uaedá,/uˈədʲæː/,nf.,chore
uaea,/uˈəəu̯/,nf.,festival
uaegri,/ˈuəgɾɪ/,nf.,adventure
uaei,/uˈəaɪ̯/,nf.,earring
uaetiua,/ˈuətʲuə̯/,nf.,basement
uae,/ˈuəe/,nf.,army
uae,/ˈuəe/,nf.,military
uanaiocllaegeann,/ˈuə̯nˠɪkˌɫegəunˠ/,v.,complicate
uanann,/uə̯ˈŋanˠ/,v.,may
uana,/ˈuənˠa/,nf.,plug
uang,/uə̯ŋ/,nnt.,muscle
uan,/uə̯ɲ/,adj.,mere
uaníonn,/ˈuə̯ɲiːɔnˠ/ [ˈuə̯ɲiːnˠ],v.,call (request the attendance of)
uaní,/ˈuə̯ŋiː/,adj.,naive
uao,/ˈuəɔ/,nf.,surface
uaö,/ˈuəøː/,nf.,collar
uar,/uə̯ʁ/,adv.,often
uar,/uə̯ɾ/,nnt.,towel
uaré,/uˈəʁeː/,nf.,electricity
uarú,/ˈuəʁuː/,nf.,detention
uaua,/ˈuəuə̯/,nf.,chasm
uaua,/ˈuəuə̯/,nf.,cleavage
uau,/uˈəʊ/,nf.,side
uaü,/uˈəʏː/,nf.,feeling
uasömúir,/uə̯ˈʃøːmˠuːˌiɾ/ [uə̯ˈʃøːmˠuːɾ],nm.,cabbage
uast,/uə̯sˠtˠ/,nnt.,hand
uastín,/ˈuə̯sˠtˠiːnʲ/,nm.,fog
uata,/ˈuətˠa/,nf.,artist
uato,/ˈuətˠɔ/,nf.,trial
ua,/uə̯/,det.,such
uaé,/ˈuəeː/,nf.,sailor
uaí,/uˈəiː/,nf.,journey
uaí,/uˈəiː/,nf.,trip
uaí,/uˈəiː/,nf.,voyage
uap,/uə̯pˠ/,nm.,chin
uap,/uə̯pʲ/,nnt.,tap (faucet)
uap,/uə̯pʲ/,nnt.,valve
uapóir,/uə̯ˈpʲoːiɾ/ [uə̯ˈpʲoːɾ],nm.,mall
uaú,/ˈuəuː/,nf.,space (beyond Earth)
uguß,/ˈʊɟʊsˠ/,conj.,and
ug,/ʊɟ/,nnt.,fairy
ugóllín,/ʊˈɟoːliːnʲ/,nf.,cousin
uichóir,/ˈʊçoːiɾ/ [ˈʊçoːɾ],nm.,rain
uiceaptúir,/ʊˈcəu̯pˠtˠuːˌiɾ/ [ʊˈcəu̯pˠtˠuːɾ],nm.,skirt
uibhóir,/ʊˈvʲoːiɾ/ [ʊˈvʲoːɾ],nm.,raid
uiblinfeann,/ˈʊbʲlɪnʲˌfʲəunˠ/,v.,whistle
uiblinfeann,/ˈʊbʲlɪnʲˌfʲəunˠ/,v.,hiss
uigiatéir,/ˈʊgaˌtˠeːiɾ/ [ˈʊgatˠeːɾ],nm.,leaf
uigiatéir,/ˈʊgaˌtˠeːiɾ/ [ˈʊgatˠeːɾ],nm.,flake
uigiatéir,/ˈʊgaˌtˠeːiɾ/ [ˈʊgatˠeːɾ],nm.,foliage
uig,/ʊg/,adj.,tired (needing sleep)
uigán,/ˈʊgæːnʲ/,nm.,player
uigúir,/ˈʊguːiɾ/ [ˈʊguːɾ],nm.,analysis
uizeann,/ˈʊʒəunˠ/,v.,act
uizeann,/ˈʊʒəunˠ/,v.,behave
uinfög,/ˈʊnʲfʲøːg/,nf.,parlor
uinürdúir,/ˈʊɲʏːʁˌdˠuːiɾ/ [ˈʊɲʏːʁdˠuːɾ],nm.,disease
uinürdúir,/ˈʊɲʏːʁˌdˠuːiɾ/ [ˈʊɲʏːʁdˠuːɾ],nm.,flu
uir,/ʊɾ/,adj.,thick
uir,/ʊɾ/,adj.,wide
uir,/ʊɾ/,adj.,broad
uirír,/ˈʊɾiːɾ/,nf.,lyrics
uistúir,/ʊʃˈtʲuːiɾ/ [ʊʃˈtʲuːɾ],nm.,dignity
uis,/ʊʃ/,nnt.,bullet
uitúir,/ʊˈtʲuːiɾ/ [ʊˈtʲuːɾ],nm.,hay
uzann,/ˈʊʦanˠ/,v.,solve
uzoertíonn,/ʊˈʦeɾtʲiːˌɔnˠ/ [ʊˈʦeɾtʲiːnˠ],v.,ignite
uzög,/ʊˈʦøːg/,nf.,chance
uzög,/ʊˈʦøːg/,nf.,odds
uzög,/ʊˈʦøːg/,nf.,luck
uzög,/ʊˈʦøːg/,nf.,fluke
uz,/ʊʦ/,nnt.,stool (seat)
uefög,/ˈʊfʲøːg/,nf.,dusk
uechiamhaeueg,/ʊˈçɪmˠɔˌʏg/,nf.,thing
uecht,/ʊçtʲ/,nnt.,space (empty area)
uech,/ʊç/,nnt.,berry
uech,/ʊç/,nnt.,bean
uechúir,/ʊˈçuːiɾ/ [ʊˈçuːɾ],nm.,layer
uechúir,/ʊˈçuːiɾ/ [ʊˈçuːɾ],nm.,sheet
uegeann,/ˈʊgəunˠ/,v.,attempt
uegög,/ʊˈgøːg/,nf.,ammunition
ueleaunn,/ˈʊlaʊnˠ/,nf.,university
uemheuig,/ʊˈmʲɔʏg/,nf.,ankle
uemiueleaunn,/ˈʊmʲʊˌlaʊnˠ/,nf.,painter
uempf,/ʊmʲpʲfʲ/,adj.,right (direction)
uerd,/ʊɾdʲ/,nnt.,caterpillar
uerzeann,/ʊɾˈʒəunˠ/,v.,trip
uerzeann,/ʊɾˈʒəunˠ/,v.,fall
uesí,/ˈʊʃiː/,nf.,description
uesúir,/ʊˈʃuːiɾ/ [ʊˈʃuːɾ],nm.,end
ueígh,/ˈuəɪ/,nf.,beard
uepeanán,/ˈʊpʲəu̯ŋæːnʲ/,nm.,strip
ueps,/ʊpʲʃ/,nnt.,frost
uep,/ʊpʲ/,nnt.,lamp
um,/ʊmˠ/,prep.,at
um,/ʊmˠ/,prep.,around
unfann,/ʊnˠˈfˠanˠ/,v.,conduct
unz,/ʊnˠʦ/,pron.,us (masc)
unoeuig,/ˈʊnˠɔʏg/,nf.,dump
unög,/ʊˈŋøːg/,nf.,fluid
unsaeuig,/ˈʊnˠsˠɔʏg/,nf.,heaven
unsaeuig,/ˈʊnˠsˠɔʏg/,nf.,paradise
unsaíonn,/ˈʊŋsˠaˌiːɔnˠ/ [ˈʊŋsˠiːnˠ],v.,ruin
uns,/ʊnˠsˠ/,nnt.,criteria
unsír,/ˈʊŋsˠiːɾ/,nf.,recognition
unsúir,/ˈʊŋsˠuːiɾ/ [ˈʊŋsˠuːɾ],nm.,media
urdög,/ˈʊʁdˠøːg/,nf.,bracelet
ustaíonn,/ˈʊsˠtˠaˌiːɔnˠ/ [ˈʊsˠtˠiːnˠ],v.,fade
ust,/ʊsˠtˠ/,nnt.,target
usín,/ˈʊsˠiːnʲ/,nm.,double
ut,/ʊtˠ/,adj.,synthetic
u,/ʊ/,adj.,tired (needing rest)
upf,/ʊpˠfˠ/,nnt.,spoon
upann,/ˈʊpˠanˠ/,v.,scrutinize
üfoeueg,/ˈʏːfˠɔʏg/,nf.,tear
üf,/ʏːfˠ/,nnt.,cushion
üf,/ʏːfʲ/,adj.,specific
üfíonn,/ˈʏːfʲiːɔnˠ/ [ˈʏːfʲiːnˠ],v.,translate
üfúfín,/ʏːˈfˠuːfʲiːnʲ/,nm.,discourse
üchtúir,/ˈʏːçtʲuːiɾ/ [ˈʏːçtʲuːɾ],nm.,prison
üchéir,/ʏːˈçeːiɾ/ [ʏːˈçeːɾ],nm.,net
üchíonn,/ˈʏːçiːɔnˠ/ [ˈʏːçiːnˠ],v.,exclude
üchír,/ʏːˈxiːɾ/,nf.,x-ray
ücllägéir,/ˈʏːclɛːˌgeːiɾ/ [ˈʏːclɛːgeːɾ],nm.,silk
üdz,/ʏːdˠʦ/,num.,seven
üd,/ʏːdˠ/,nm.,nail
übhaíonn,/ˈʏːvˠaˌiːɔnˠ/ [ˈʏːwiːnˠ],v.,scare
übhaíonn,/ˈʏːvˠaˌiːɔnˠ/ [ˈʏːwiːnˠ],v.,frighten
übhóir,/ˈʏːvʲoːiɾ/ [ˈʏːvʲoːɾ],nm.,sponge
übroeunsög,/ˈʏːbˠʁɔʏ̯nʲʃøːg/,nf.,graveyard
üg,/ʏːɟ/,prep.,concerning
üg,/ʏːg/,num.,first
ügíonn,/ʏːˈgiːɔnˠ/ [ʏːˈgiːnˠ],v.,sprout
üzaíonn,/ʏːˈʦaiːˌɔnˠ/ [ʏːˈʦiːnˠ],v.,hit
üzaíonn,/ʏːˈʦaiːˌɔnˠ/ [ʏːˈʦiːnˠ],v.,collide
üzög,/ʏːˈʒøːg/,nf.,prophet
üzueasteaíonn,/ˈʏːʦəu̯ʃˌtʲaiːɔnˠ/ [ˈʏːʦəu̯ʃtʲiːnˠ],v.,guarantee
üzueasteaíonn,/ˈʏːʦəu̯ʃˌtʲaiːɔnˠ/ [ˈʏːʦəu̯ʃtʲiːnˠ],v.,promise
üzín,/ˈʏːʦiːnʲ/,nm.,pasture
üzín,/ˈʏːʦiːnʲ/,nm.,meadow
üzín,/ˈʏːʦiːnʲ/,nm.,prairie
üllz,/ʏːɫʦ/,nnt.,screw
ülleann,/ʏːˈləunˠ/,v.,confine
üleaunn,/ˈʏːlaʊnˠ/,nf.,laugh
ül,/ʏːl/,nnt.,heritage
ümann,/ʏːˈmˠanˠ/,v.,brag
ümhoeuig,/ʏːˈmˠɔʏg/,nf.,burger
ümm,/ʏːmˠ/,nnt.,vanilla
ünann,/ʏːˈŋanˠ/,v.,found
ünann,/ʏːˈŋanˠ/,v.,establish
ünoeueg,/ˈʏːŋɔʏg/,nf.,blanket
ünoeueg,/ˈʏːŋɔʏg/,nf.,sheet
ünoeueg,/ˈʏːŋɔʏg/,nf.,membrane
ünöchúir,/ʏːˈŋøːçuːˌiɾ/ [ʏːˈŋøːçuːɾ],nm.,bucket
ünöchúir,/ʏːˈŋøːçuːˌiɾ/ [ʏːˈŋøːçuːɾ],nm.,tub
ünua,/ʏːˈŋuə̯/,interj.,welcome
üns,/ʏːɲʃ/,nnt.,web
ünsíonn,/ˈʏːɲʃiːɔnˠ/ [ˈʏːɲʃiːnˠ],v.,retreat
üntobhúir,/ˈʏːnˠtˠɔˌvˠuːiɾ/ [ˈʏːnˠtˠɔwuːɾ],nm.,host
ünté,/ʏːnʲˈtʲeː/,adj.,obese
ünán,/ˈʏːɲæːnʲ/,nm.,concept
ürdög,/ˈʏːʁdˠøːg/,nf.,bag
üreann,/ˈʏːɾəunˠ/,v.,become (begin to be)
ürteueg,/ˈʏːɾtʲɔʏg/,nf.,dam
üréir,/ˈʏːʁeːiɾ/ [ˈʏːʁeːɾ],nm.,museum
üsaíonn,/ˈʏːsˠaˌiːɔnˠ/ [ˈʏːsˠiːnˠ],v.,refine
üstír,/ˈʏːʃtʲiːɾ/,nf.,farmer
üsí,/ʏːˈʃiː/,nf.,breeze
ütír,/ʏːˈtˠiːɾ/,nf.,rubber
ü,/ʏː/,adj.,sick
ü,/ʏː/,adj.,ill
ü,/ʏː/,adj.,unwell
üpséir,/ˈʏːpʲʃeːiɾ/ [ˈʏːpʲʃeːɾ],nm.,confidence
üp,/ʏːpˠ/,adj.,ready
üßaíonn,/ˈʏːsˠsˠaˌiːɔnˠ/ [ˈʏːsˠsˠiːnˠ],v.,stir
scaibhóir,/ˈsˠkavʲoːiɾ/ [ˈsˠkavʲoːɾ],nm.,article (text)
scaizíonn,/sˠkaˈʒiːɔnˠ/ [sˠkaˈʒiːnˠ],v.,turn
scaileaunn,/ˈsˠkalaʊnˠ/,nf.,milk
scain,/sˠkaɲ/,nnt.,sickness
scain,/sˠkaɲ/,nnt.,illness
scaechín,/ˈsˠkaçiːnʲ/,nm.,salon
scaempf,/sˠkamʲpʲfʲ/,nnt.,stable
scaeonög,/sˠkeˈŋøːg/,nf.,star
scaeonög,/sˠkeˈŋøːg/,nf.,celebrity
scaeunín,/ˈsˠkeŋiːnʲ/,nm.,fashion
scae,/sˠke/,adj.,cute
scamhpf,/sˠkamˠpˠfˠ/,nnt.,elbow
scann,/sˠkanˠ/,v.,regard
scann,/sˠkanˠ/,v.,deem
scaunsír,/ˈsˠkaʊ̯ŋsˠiːɾ/,nf.,excitement
scaíonn,/ˈsˠkaiːɔnˠ/ [sˠkiːnˠ],v.,move
scaíonn,/ˈsˠkaiːɔnˠ/ [sˠkiːnˠ],v.,go
scapfann,/sˠkapˠˈfˠanˠ/,v.,refuse
scapueueg,/ˈsˠkapˠɔʏg/,nf.,insurance
scäf,/sˠkɛːfʲ/,adj.,final
scäzann,/sˠkɛːˈʦanˠ/,v.,monitor
scäzán,/ˈʃcɛːʒæːnʲ/,nm.,value
scäzán,/ˈʃcɛːʒæːnʲ/,nm.,profit
scä,/ʃcɛː/,nnt.,use
scäp,/sˠkɛːpˠ/,nm.,cause
sciaf,/ʃcɪfˠ/,adj.,pretty
sciaesí,/ˈʃcaʃiː/,nf.,ginger
sciann,/ʃcanˠ/,v.,invade
sciataíonn,/ˈʃcatˠaˌiːɔnˠ/ [ˈʃcatˠiːnˠ],v.,advance
sciataíonn,/ˈʃcatˠaˌiːɔnˠ/ [ˈʃcatˠiːnˠ],v.,promote
sciataíonn,/ˈʃcatˠaˌiːɔnˠ/ [ˈʃcatˠiːnˠ],v.,propel
scia,/ʃca/,adj.,temporary
scia,/ʃca/,adj.,brief
sciaßann,/ˈʃcasˠsˠanˠ/,v.,modify
scioesí,/ˈʃcɔʃiː/,nf.,killer
scionn,/ʃcɪnˠ/,adj.,crazy
scionn,/ʃcɪnˠ/,adj.,absurd
scionn,/ʃcɔnˠ/,v.,feed
sciop,/ʃcɔpˠ/,nm.,hunter
scirdeann,/ˈʃcɪɾdʲəunˠ/,v.,huddle
sciuz,/ʃcʊʦ/,nnt.,opening
sciullzann,/ˈʃcɪɫʦanˠ/,v.,distort
sciullzaíonn,/ˈʃcʊɫʦaˌiːɔnˠ/ [ˈʃcʊɫʦiːnˠ],v.,sleep
sciurdann,/ˈʃcɪʁdˠanˠ/,v.,segregate
scióeliaunn,/ˈʃcoːlaʊnˠ/,nnt.,home
scióeliaunn,/ˈʃcoːlaʊnˠ/,nnt.,house
sceacht,/ʃcaxtˠ/,nm.,top
sceach,/ʃcax/,nm.,ring
sceag,/ʃcəu̯g/,adv.,aboard
sceaimh,/ʃcamʲ/,adv.,least
sceaech,/ʃcaç/,adj.,whole
sceaech,/ʃcaç/,adj.,entire
sceang,/ʃcaŋ/,nnt.,ambassador
scearann,/ʃceˈʁanˠ/,v.,screw
sceataíonn,/ʃceˈtˠaiːˌɔnˠ/ [ʃceˈtˠiːnˠ],v.,influence
sceaíonn,/ˈʃcaiːɔnˠ/ [ʃciːnˠ],v.,thrust
scelín,/ˈʃceliːnʲ/,nf.,bay
sceozann,/ˈʃceʦanˠ/,v.,ignore
sceozann,/ˈʃceʦanˠ/,v.,overlook
sceoz,/ʃcɔʦ/,adj.,rigorous
sceoetiaineann,/ˈʃcɔtʲaˌɲəunˠ/,v.,blame
sceuadzaíonn,/ʃcuə̯dˠˈʦaiːˌɔnˠ/ [ʃcuə̯dˠˈʦiːnˠ],v.,neglect
sceuadzaíonn,/ʃcuə̯dˠˈʦaiːˌɔnˠ/ [ʃcuə̯dˠˈʦiːnˠ],v.,overlook
sceuif,/ʃcʊfʲ/,adj.,perfect
scest,/ʃceʃtʲ/,nnt.,youth
sces,/ʃceʃ/,nnt.,cabinet
scetiu,/ˈʃcetʲʊ/,adj.,loose
scetiu,/ˈʃcetʲʊ/,adj.,easy
scoiceuz,/ˈsˠkɔcɔʏ̯ʒ/,nnt.,gauge
scoiang,/sˠkɪŋ/,nnt.,beak
scoianög,/ˈsˠkɪŋøːg/,nf.,bed
scoianög,/ˈsˠkɪŋøːg/,nf.,lounge
scoianög,/ˈsˠkɪŋøːg/,nf.,couch
scoianög,/ˈsˠkɪŋøːg/,nf.,sofa
scoeas,/sˠkəu̯ʃ/,adj.,alone
scoezeann,/ˈsˠkɔʒəunˠ/,v.,let
scoezeann,/ˈsˠkɔʒəunˠ/,v.,allow (let)
scoezeann,/ˈsˠkɔʒəunˠ/,v.,approve
scoezeann,/ˈsˠkɔʒəunˠ/,v.,enable
scoeníonn,/ˈsˠkɔɲiːɔnˠ/ [ˈsˠkɔɲiːnˠ],v.,vibrate
scoeonstaupf,/sˠkenˠsˠˈtˠaʊ̯pˠfˠ/,nnt.,letter (written document)
scoeu,/sˠkɔʏ̯/,adj.,casual
scoesíonn,/sˠkɔˈʃiːɔnˠ/ [sˠkɔˈʃiːnˠ],v.,stick
